#doc name topic proportion ...
0	genetic	10	0.2866900858704137	5	0.2105776736924278	15	0.07903981264637003	3	0.06030444964871194	14	0.057572209211553475	6	0.05366900858704137	8	0.05327868852459016	19	0.03649492583918813	9	0.031030444964871194	2	0.029078844652615145	12	0.018540202966432474	18	0.015417642466822794	13	0.012295081967213115	7	0.011124121779859485	17	0.010343481654957064	0	0.010343481654957064	11	0.009562841530054645	16	0.008391881342701015	4	0.003708040593286495	1	0.002537080405932865	
1	plants	2	0.2019650655021834	6	0.17139737991266377	3	0.15829694323144106	9	0.13282387190684133	15	0.1270014556040757	13	0.04548762736535662	14	0.03966521106259097	18	0.013464337700145561	12	0.013464337700145561	19	0.012736535662299854	0	0.012008733624454149	8	0.011280931586608443	7	0.011280931586608443	10	0.010553129548762736	1	0.010553129548762736	17	0.006914119359534207	5	0.006914119359534207	11	0.006186317321688501	16	0.004002911208151383	4	0.004002911208151383	
2	may	9	0.18292682926829268	8	0.17317073170731706	17	0.12439024390243902	19	0.08048780487804878	16	0.041463414634146344	14	0.041463414634146344	11	0.041463414634146344	12	0.036585365853658534	7	0.036585365853658534	2	0.03170731707317073	15	0.026829268292682926	18	0.02195121951219512	13	0.02195121951219512	10	0.02195121951219512	6	0.02195121951219512	1	0.02195121951219512	0	0.02195121951219512	5	0.01707317073170732	4	0.01707317073170732	3	0.01707317073170732	
3	plants	2	0.32114933541829555	6	0.2093432369038311	3	0.19487881157154027	14	0.06821735731039875	4	0.04241594996090696	12	0.03889757623143081	19	0.026778733385457387	15	0.022087568412822518	9	0.01544175136825645	7	0.011532447224394058	8	0.009577795152462862	13	0.008014073494917905	1	0.008014073494917905	18	0.00527756059421423	5	0.00527756059421423	0	0.004104769351055512	16	0.0029319781078967944	11	0.0025410476935105552	10	0.0021501172791243157	17	0.0013682564503518374	
4	contour	8	0.19142259414225943	18	0.1684100418410042	14	0.12238493723849372	3	0.09518828451882845	2	0.06171548117154812	12	0.05753138075313807	6	0.049163179916317995	19	0.04707112970711297	15	0.030334728033472803	11	0.028242677824267783	16	0.02615062761506276	10	0.02615062761506276	5	0.02405857740585774	9	0.021966527196652718	7	0.015690376569037656	13	0.007322175732217573	4	0.007322175732217573	1	0.007322175732217573	0	0.007322175732217573	17	0.005230125523012552	
5	chapter	8	0.25	19	0.11842105263157894	17	0.10406698564593302	5	0.08253588516746412	0	0.05382775119617225	14	0.04904306220095694	18	0.041866028708133975	6	0.041866028708133975	16	0.034688995215311005	11	0.034688995215311005	10	0.034688995215311005	13	0.02751196172248804	9	0.022727272727272728	3	0.022727272727272728	15	0.02033492822966507	12	0.017942583732057416	7	0.013157894736842105	2	0.013157894736842105	4	0.01076555023923445	1	0.005980861244019139	
6	r	10	0.18858695652173912	7	0.1875	5	0.10597826086956522	8	0.09402173913043478	14	0.08097826086956522	19	0.050543478260869565	4	0.04728260869565217	16	0.04619565217391304	3	0.04076086956521739	6	0.023369565217391305	1	0.022282608695652174	17	0.021195652173913043	2	0.02010869565217391	15	0.01684782608695652	18	0.01141304347826087	13	0.010326086956521738	9	0.00923913043478261	11	0.008152173913043478	0	0.008152173913043478	12	0.007065217391304348	
7	populations	10	0.38212733316287395	14	0.12183584760930709	5	0.1044489900281258	15	0.09984658655075428	3	0.08424955254410636	6	0.04001534134492457	2	0.033878803375095884	8	0.02416261825620046	9	0.01879314753260036	11	0.016747634875990795	19	0.014957811301457428	7	0.014957811301457428	12	0.010099718742009716	18	0.009076962413704934	16	0.005753004346714395	17	0.0054973152646382	1	0.0037074916901048325	4	0.0034518026080286373	0	0.0034518026080286373	13	0.0029404244438762466	
8	oenothera	8	0.14853556485355648	9	0.1401673640167364	19	0.12343096234309624	10	0.0899581589958159	18	0.060669456066945605	16	0.056485355648535567	6	0.04811715481171548	17	0.0397489539748954	5	0.0397489539748954	12	0.03138075313807531	3	0.03138075313807531	4	0.027196652719665274	1	0.027196652719665274	15	0.02301255230125523	14	0.02301255230125523	11	0.02301255230125523	0	0.02301255230125523	13	0.014644351464435146	7	0.014644351464435146	2	0.014644351464435146	
9	lolium	1	0.587265093962415	14	0.09286285485805677	9	0.06907237105157937	19	0.06387445021991203	6	0.034486205517792884	12	0.03188724510195921	10	0.02808876449420232	2	0.019892043182726908	8	0.017093162734906037	5	0.01249500199920032	4	0.009296281487405038	3	0.009296281487405038	18	0.005897640943622551	15	0.005297880847660936	17	0.0034986005597760898	16	0.0030987604958016795	0	0.002299080367852859	13	0.002099160335865654	11	0.0014994002399040384	7	6.997201119552179E-4	
10	flowering	13	0.4426708633093525	6	0.23223920863309352	7	0.09015287769784172	2	0.08565647482014388	3	0.02585431654676259	14	0.020008992805755396	16	0.01955935251798561	15	0.01821043165467626	12	0.013714028776978417	10	0.013714028776978417	11	0.012365107913669064	18	0.004721223021582734	5	0.00427158273381295	9	0.0038219424460431656	8	0.003372302158273381	4	0.0024730215827338128	0	0.0024730215827338128	17	0.0020233812949640288	1	0.0015737410071942446	19	0.0011241007194244604	
11	plants	15	0.5942659526996876	6	0.10988398036590807	12	0.07463186077643909	3	0.04161088799643017	14	0.04116465863453815	10	0.02175368139223561	8	0.020191878625613564	0	0.015506470325747434	19	0.011713520749665328	18	0.010597947344935297	5	0.010374832663989291	4	0.009705488621151271	13	0.007697456492637216	17	0.007028112449799197	2	0.007028112449799197	16	0.005689424364123159	9	0.0050200803212851405	7	0.0032351628737170906	11	0.0021195894689870595	1	7.809013833110219E-4	
12	samples	15	0.26261308281141266	13	0.15022616562282534	14	0.14761656228253306	2	0.12221642310368824	6	0.08463813500347947	7	0.05732428670842032	3	0.04427627000695894	11	0.029488517745302714	12	0.026009046624913015	18	0.02044189283228949	9	0.015744606819763397	10	0.01035142658315936	5	0.009133611691022964	8	0.007741823242867084	19	0.004958246346555324	4	0.002174669450243563	0	0.0016527487821851078	1	0.0014787752261656228	17	0.0013048016701461378	16	6.089074460681977E-4	
