10.2307/20792690	1969	POPULATIONS D'ARMERIA WILLD. LE LONG DE LA MER BALTIQUE ET DE LA MER DU NORD	BULLETIN DE LA SOCIETE ROYALE DE BOTANIQUE DE BELGIQUE / BULLETIN VAN DE KONINKLIJKE BELGISCHE BOTANISCHE VERENIGING
10.2307/3757527	1970	ORGANIZATION AND FINE STRUCTURE OF THE SIDE BODY AND ITS LIPID SAC IN THE ZOOSPORE OF BLASTOCLADIELLA EMERSONII	MYCOLOGIA
10.2307/2989767	1970	EVOLUTION IN THE TROPICS	BIOTROPICA
10.2307/1934458	1968	VARIATION IN SEED WEIGHT AND GERMINATION IN POPULATIONS OF AMARANTHUS RETROFLEXUS L.	ECOLOGY
10.2307/3757143	1969	STUDIES OF THE MOTILE CELLS OF CHYTRIDS. 6. THE MONOBLEPHARIDALES AND BLASTOCLADIALES TYPES OF POSTERIORLY UNIFLAGELLATE MOTILE CELL	MYCOLOGIA
10.2307/3757144	1969	HUMARINA COOKEINA, AN INOPERCULATE DISCOMYCETE BELONGING TO HYMENOSCYPHUS	MYCOLOGIA
10.2307/4115801	1966	THE CYTOTAXONOMY OF SOME MEMBERS OF THE CHEILANTHES FARINOSA COMPLEX IN AFRICA AND INDIA	KEW BULLETIN
10.2307/1218377	1969	BIOSYSTEMATIC PATHWAYS ANNO 1969	TAXON
10.2307/2258520	1970	VOLUME INFORMATION	JOURNAL OF ECOLOGY
10.2307/2439815	1966	ARTIFICIAL INTERSPECIFIC HYBRIDIZATION IN RUELLIA (ACANTHACEAE)	AMERICAN JOURNAL OF BOTANY
10.2307/2440973	1968	STUDIES OF THE MOTILE CELLS OF CHYTRIDS. V. FLAGELLAR RETRACTION IN POSTERIORLY UNIFLAGELLATE FUNGI	AMERICAN JOURNAL OF BOTANY
10.2307/2483802	1968	SCENEDESMUS WALL ORNAMENTATION. IV. APICAL OPENINGS AND MEMBRANES	BULLETIN OF THE TORREY BOTANICAL CLUB
10.2307/2440768	1967	BACK MATTER	AMERICAN JOURNAL OF BOTANY
10.2307/4353746	1967	NUMBERS, TAXONOMY, AND JUDGMENT	BOTANICAL REVIEW
10.2307/4252740	1966		ECONOMIC BOTANY
10.2307/2440599	1969	ON THE METHODS OF EXPERIMENTAL TAXONOMY	AMERICAN JOURNAL OF BOTANY
10.2307/2430090	1968	STUDIES IN DACTYLIS I. FERTILITY RELATIONSHIPS IN SOME DIPLOID SUBSPECIES	NEW PHYTOLOGIST
10.2307/2805358	1966	TOWARD A MORE USEFUL TAXONOMY FOR CHROMOSOMAL RACES	BRITTONIA
10.2307/2257666	1966	THE APPLICATION OF ASSOCIATION-ANALYSIS TO PHYTOSOCIOLOGY	JOURNAL OF ECOLOGY
10.2307/3952046	1967	BOOKS OF THE WEEK	SCIENCE NEWS
10.2307/1218689	1969	ATLAS OF THE BRITISH FLORA	TAXON
10.2307/1218688	1969	THE ART OF ORCHID ILLUSTRATION	TAXON
10.2307/2416998	1967	THE GROWTH AND REPRODUCTION OF ANTARCTIC FLOWERING PLANTS	PHILOSOPHICAL TRANSACTIONS OF THE ROYAL SOCIETY OF LONDON. SERIES B, BIOLOGICAL SCIENCES
10.2307/20792588	1967	ETUDE DE LA POSITION DES POPULATIONS D'ARMERIA CALAMINAIRES DE BELGIQUE ET DES ENVIRONS D'AIX-LA-CHAPELLE PAR RAPPORT A DES TYPES ALPINS ET MARITIMES D'A. MARITIMA (MILL.) WILLD	BULLETIN DE LA SOCIETE ROYALE DE BOTANIQUE DE BELGIQUE / BULLETIN VAN DE KONINKLIJKE BELGISCHE BOTANISCHE VERENIGING
10.2307/1729160	1970	BED FORMS IN BASE-SURGE DEPOSITS: LUNAR IMPLICATIONS	SCIENCE
10.2307/2483879	1968	INDEX TO AMERICAN BOTANICAL LITERATURE	BULLETIN OF THE TORREY BOTANICAL CLUB
10.2307/2459191	1970	THE BIOLOGICAL SPECIES CONCEPT: A CRITICAL EVALUATION	THE AMERICAN NATURALIST
10.2307/2258202	1970	BACK MATTER	JOURNAL OF ECOLOGY
10.2307/1936542	1968	ECOLOGY OF DODECATHEON MEADIA L. (PRIMULACEAE) IN TENNESSEE GLADES AND WOODLAND	ECOLOGY
10.2307/2257966	1966		JOURNAL OF ECOLOGY
10.2307/2431441	1969	FRONT MATTER	NEW PHYTOLOGIST
10.2307/1942372	1966	ECOTYPE FUNCTION IN THE TYPHA COMMUNITY-TYPE	ECOLOGICAL MONOGRAPHS
10.2307/1216371	1967	CONTINUOUS VARIATION AND TAXONOMY	TAXON
10.2307/1948439	1967	ECOLOGICAL STUDIES IN THE BOREAL SPRUCE-FIR FORESTS OF THE NORTH AMERICAN TAIGA. I. ANALYSIS OF THE VASCULAR FLORA	ECOLOGICAL MONOGRAPHS
10.2307/3224419	1967	SPINE PATTERNS IN SEVERAL CLONES OF A SCENEDESMUS	TRANSACTIONS OF THE AMERICAN MICROSCOPICAL SOCIETY
10.2307/1293700	1966	FRONT MATTER	BIOSCIENCE
10.2307/2430280	1969	THE FLORAL BIOLOGY OF THREE SPECIES OF VIOLA	NEW PHYTOLOGIST
10.2307/1216498	1968	SYSTEMATIC CATEGORIES FOR CULTIVATED PLANTS	TAXON
10.2307/2406635	1966	THE EVOLUTION, FUNCTIONING AND BREAKDOWN OF HETEROMORPHIC INCOMPATIBILITY SYSTEMS. I. THE PLUMBAGINACEAE	EVOLUTION
10.2307/2416958	1970	LATE PLEISTOCENE FLORAS FROM EARITH, HUNTINGDONSHIRE	PHILOSOPHICAL TRANSACTIONS OF THE ROYAL SOCIETY OF LONDON. SERIES B, BIOLOGICAL SCIENCES
10.2307/1731244	1970	A BRIEF GUIDE TO THE 1970 AAAS ANNUAL MEETING	SCIENCE
10.2307/1933894	1969	ASSOCIATION OF SPECIES AND THEIR RELATIONSHIP TO MICROTOPOGRAPHY WITHIN OLD FIELDS	ECOLOGY
10.2307/23311597	1966	A MULTIVARIATE ANALYSIS OF THE PINUS CHIAPENSIS-MONTICOLA-STROBUS PHYLAD	RHODORA
10.2307/2483998	1970	INDEX TO AMERICAN BOTANICAL LITERATURE	BULLETIN OF THE TORREY BOTANICAL CLUB
10.2307/1935391	1970	GENETIC VS. ENVIRONMENTALLY INDUCED VARIATION IN MEDUSAHEAD (TAENIATHERUM ASPERUM [SIMOKAI] NEVSKI)	ECOLOGY
10.2307/58426	1968	HUMAN WELFARE AND INTERNATIONAL COOPERATION	PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA
10.2307/2436502	1939	STUDIES IN THE GENETICS AND CYTOLOGY OF TWO SPECIES IN THE GENUS ASTER AND THEIR POLYMORPHY IN NATURE	AMERICAN JOURNAL OF BOTANY
10.2307/2481124	1937	INDEX TO AMERICAN BOTANICAL LITERATURE 1933-1937	BULLETIN OF THE TORREY BOTANICAL CLUB
10.2307/2436427	1937	THE CYTO-GENETICS OF TWO SPECIES OF SOLIDAGO AND ITS BEARING ON THEIR POLYMORPHY IN NATURE	AMERICAN JOURNAL OF BOTANY
10.2307/2428518	1939	EXPERIMENTAL TAXONOMY. III. CORRELATION OF CHARACTERS WITHIN A POPULATION	NEW PHYTOLOGIST
10.2307/2428515	1939	VOLUME INFORMATION	NEW PHYTOLOGIST
10.2307/4353159	1937	SOME RECENT PUBLICATIONS ON PHYTOGEOGRAPHY IN SCANDINAVIA	BOTANICAL REVIEW
10.2307/2481076	1940	INDEX TO AMERICAN BOTANICAL LITERATURE	BULLETIN OF THE TORREY BOTANICAL CLUB
10.2307/2481071	1940	THE CONCEPT OF THE GENUS: IV. THE DELIMITATIONS OF GENERA FROM THE CONSERVATIVE POINT OF VIEW	BULLETIN OF THE TORREY BOTANICAL CLUB
10.2307/2428247	1936	FRONT MATTER	NEW PHYTOLOGIST
10.2307/2428516	1939	FRONT MATTER	NEW PHYTOLOGIST
10.2307/2428837	1939	FRONT MATTER	NEW PHYTOLOGIST
10.2307/2428838	1939	EXPERIMENTAL TAXONOMY IV. POPULATION DIFFERENTIATION IN NORTH AMERICAN AND EUROPEAN SEA PLANTAINS ALLIED TO PLANTAGO MARITIMA L	NEW PHYTOLOGIST
10.2307/2428292	1936	VOLUME INFORMATION	NEW PHYTOLOGIST
10.2307/4353158	1937	SOME FUNDAMENTAL PROBLEMS OF TAXONOMY AND PHYLOGENETICS	BOTANICAL REVIEW
10.2307/2481069	1940	THE CONCEPT OF THE GENUS: II. A SURVEY OF MODERN OPINION	BULLETIN OF THE TORREY BOTANICAL CLUB
10.2307/2428154	1938	FRONT MATTER	NEW PHYTOLOGIST
10.2307/2428156	1938	EXPERIMENTAL TAXONOMY II. INTIAL POPULATION DIFFERENTIATION IN PLANTAGO MARITIMA L. OF BRITAIN	NEW PHYTOLOGIST
10.2307/2428153	1938	VOLUME INFORMATION	NEW PHYTOLOGIST
10.2307/2428252	1936	EXPERIMENTAL TAXONOMY I. EXPERIMENTAL GARDEN TECHNIQUE IN RELATION TO THE RECOGNITION OF THE SMALL TAXONOMIC UNITS	NEW PHYTOLOGIST
10.2307/4353229	1940	ENVIRONMENTAL INFLUENCE AND TRANSPLANT EXPERIMENTS	BOTANICAL REVIEW
10.2307/2256369	1939	ECOLOGY AND TAXONOMIC DIFFERENTIATION	JOURNAL OF ECOLOGY
10.2307/2436717	1939	THE CONCEPT OF SPECIES BASED ON EXPERIMENT	AMERICAN JOURNAL OF BOTANY
10.2307/2436809	1939	ABSTRACTS OF THE PAPERS PRESENTED BEFORE THE PACIFIC SECTION OF THE BOTANICAL SOCIETY OF AMERICA, STANFORD UNIVERSITY, CALIFORNIA, JUNE 26 TO 30, 1939	AMERICAN JOURNAL OF BOTANY
10.2307/1666702	1939	THE STANFORD UNIVERSITY MEETING OF THE PACIFIC DIVISION	SCIENCE
10.2307/2395059	1974	THE SIGNIFICANCE OF CHROMOSOME NUMBERS IN FERNS	ANNALS OF THE MISSOURI BOTANICAL GARDEN
10.2307/2395192	1974	HISTORY OF BOTANY, 1947-1972 WITH A BIBLIOGRAPHIC APPENDIX	ANNALS OF THE MISSOURI BOTANICAL GARDEN
10.2307/20000814	1974	THE USE OF DIFFERENTIAL SYSTEMATICS IN GEOGRAPHIC RESEARCH	AREA
10.2307/4117344	1971	VARIATION AND EVOLUTION IN PLANTS	KEW BULLETIN
10.2307/76181	1972	REVIEW LECTURE: DISRUPTIVE SELECTION	PROCEEDINGS OF THE ROYAL SOCIETY OF LONDON. SERIES B, BIOLOGICAL SCIENCES
10.2307/20166055	1975	HENRY ALLAN GLEASON, 1882-1975	BULLETIN OF THE ECOLOGICAL SOCIETY OF AMERICA
10.2307/20166052	1975	OF INTEREST TO ECOLOGISTS	BULLETIN OF THE ECOLOGICAL SOCIETY OF AMERICA
10.2307/2431281	1974	POPULATION VARIATION, DIFFERENTIATION AND REPRODUCTIVE BIOLOGY OF STACHYS PALUSTRIS L. S. SYLVATICA L. AND S. X AMBIGUA SM.	NEW PHYTOLOGIST
10.2307/41423786	1971	LOCAL PHOTOSYNTHETIC ECOTYPES IN PINUS ATTENUATA AS RELATED TO ALTITUDE	MADRONO
10.2307/2431284	1974	THE USE OF NUMERICAL METHODS TO DESCRIBE POPULATION DIFFERENTIATION	NEW PHYTOLOGIST
10.2307/20112079	1971	PRODUCTIVITY AND NUTRIENT CYCLING BY SITE IN SPRUCE FOREST ECOSYSTEMS	BULLETINS FROM THE ECOLOGICAL RESEARCH COMMITTEE
10.2307/2985070	1972	ORDER INVARIANT METHODS FOR DATA ANALYSIS	JOURNAL OF THE ROYAL STATISTICAL SOCIETY. SERIES B (METHODOLOGICAL)
10.2307/2430685	1971	A NEW METHOD FOR DESCRIBING LEAF SHAPE	NEW PHYTOLOGIST
10.2307/2412344	1971	TAXONOMIC REPEATABILITY: AN EXPERIMENTAL APPROACH	SYSTEMATIC ZOOLOGY
10.2307/2412346	1971	MODERN TAXONOMY, REALITY, AND USEFULNESS	SYSTEMATIC ZOOLOGY
10.2307/2431624	1975		NEW PHYTOLOGIST
10.2307/1218596	1971	TWO HUNDRED YEARS GENECOLOGY	TAXON
10.2307/1218595	1971	FRONT MATTER	TAXON
10.2307/1218594	1971	VOLUME INFORMATION	TAXON
10.2307/1218212	1972	CHROMOSOMAL EVOLUTION	TAXON
10.2307/1218213	1972	PHYSIOLOGY OF ADAPTATION	TAXON
10.2307/1218214	1972	GENE MUTATIONS AND EVOLUTION	TAXON
10.2307/2741098	1973	ON THE QUALITY OF EVIDENCE FOR ORIGIN AND DISPERSAL OF CULTIVATED PLANTS [AND COMMENTS AND REPLY]	CURRENT ANTHROPOLOGY
10.2307/2258359	1972	OPTIMAL LEAF SIZE IN RELATION TO ENVIRONMENT	JOURNAL OF ECOLOGY
10.2307/4179778	1974		FOLIA GEOBOTANICA & PHYTOTAXONOMICA
10.2307/3758164	1974	FINE STRUCTURE OF PLASMODESMATA IN A CHYTRID	MYCOLOGIA
10.2307/4103159	1975	STUDIES IN THE RUBIACEAE: RUBIOIDEAE FOR THE 'FLORA OF TROPICAL EAST AFRICA': I	KEW BULLETIN
10.2307/2430948	1973	INTERACTIONS OF LIGHT AND TEMPERATURE ON THE GERMINATION OF PLANTAGO MARITIMA L.	NEW PHYTOLOGIST
10.2307/2431093	1973	THE EVOLUTION OF SEED INCOMPATIBILITY IN PRIMULA	NEW PHYTOLOGIST
10.2307/3241549	1974	MICROCLIMATE AND BIOMASS IN COMMUNITIES OF THE BRYUM ASSOCIATION ON ROSS ISLAND, CONTINENTAL ANTARCTICA	THE BRYOLOGIST
10.2307/2430766	1971	VARIATION IN EUCALYPTUS OBLIQUA L'HERIT	NEW PHYTOLOGIST
10.2307/2473615	1975	PHENOLOGY OF BUD BURST IN DOUGLAS-FIR RELATED TO PROVENANCE, PHOTOPERIOD, CHILLING, AND FLUSHING TEMPERATURE	BOTANICAL GAZETTE
10.2307/20792818	1971	PREMIERS RESULTATS SUR LES RELATIONS GENETIQUES EXISTANT ENTRE DES POPULATIONS D'ARMERIA WILLD. DE L'EUROPE OCCIDENTALE ET CENTRALE	BULLETIN DE LA SOCIETE ROYALE DE BOTANIQUE DE BELGIQUE / BULLETIN VAN DE KONINKLIJKE BELGISCHE BOTANISCHE VERENIGING
10.2307/41423809	1972	A FEN ON THE NORTHERN CALIFORNIA COAST	MADRONO
10.2307/1295933	1971	YEASTS	BIOSCIENCE
10.2307/1295837	1971	FLORISTICS IN EUROPE	BIOSCIENCE
10.2307/2805491	1973	TAXONOMY OF SEVEN SPECIES OF SAGITTARIA FROM EASTERN NORTH AMERICA	BRITTONIA
10.2307/1550326	1974	VOLUME INFORMATION	ARCTIC AND ALPINE RESEARCH
10.2307/2402188	1975		JOURNAL OF APPLIED ECOLOGY
10.2307/2407014	1972	RAPID POPULATION DIFFERENTIATION IN A MOSAIC ENVIRONMENT. II. MORPHOLOGICAL VARIATION IN ANTHOXANTHUM ODORATUM	EVOLUTION
10.2307/1934707	1975	ECOTYPIC ADAPTATION IN SITANION HYSTRIX	ECOLOGY
10.2307/2406946	1971	MODE OF POLLINATION AND FLORAL SEXUALITY IN THALICTRUM	EVOLUTION
10.2307/769655	1972	HORACE NEWTON BARBER. 1914-1971	BIOGRAPHICAL MEMOIRS OF FELLOWS OF THE ROYAL SOCIETY
10.2307/1550366	1974	PHOTOSYNTHETIC AND RESPIRATORY ACCLIMATION TO TEMPERATURE IN LEDUM GROENLANDICUM POPULATIONS	ARCTIC AND ALPINE RESEARCH
10.2307/2395188	1974	PLANT ECOLOGY, 1947-1972	ANNALS OF THE MISSOURI BOTANICAL GARDEN
10.2307/1934172	1971	INTRODUCTORY PLANT ECOLOGY	ECOLOGY
10.2307/769726	1971	WILLIAM BERTRAM TURRILL. 1890-1961	BIOGRAPHICAL MEMOIRS OF FELLOWS OF THE ROYAL SOCIETY
10.2307/2424478	1973	PLANT POPULATION DIFFERENCES IN DORMANCY AND GERMINATION CHARACTERISTICS OF SEEDS: HEREDITY OR ENVIRONMENT?	AMERICAN MIDLAND NATURALIST
10.2307/2407198	1973	THE BREEDING SYSTEM AND VARIATION IN POPULATIONS OF POA ANNUA L.	EVOLUTION
10.2307/2431678	1975	BREEDING SYSTEMS IN COTULA. III. DIOECIOUS POPULATIONS	NEW PHYTOLOGIST
10.2307/2404713	1973	PHYSIOLOGICAL DIFFERENCES AMONG POPULATIONS OF ANTHOXANTHUM ODORATUM L. COLLECTED FROM THE PARK GRASS EXPERIMENT, ROTHAMSTED. I. RESPONSE TO CALCIUM	JOURNAL OF APPLIED ECOLOGY
10.2307/1935582	1973	COLD-ACCLIMATION IN SEEDLING DOUGLAS-FIR RELATED TO PHENOLOGY AND PROVENANCE	ECOLOGY
10.2307/1740501	1975	BACK MATTER	SCIENCE
10.2307/1738388	1974	BACK MATTER	SCIENCE
10.2307/3629	1975	5. CONSERVATION AND MANAGEMENT; BIOLOGICAL CONTROL; POLLUTION; PESTICIDES	JOURNAL OF ANIMAL ECOLOGY
10.2307/3628	1975	4. TAXONOMY, SYSTEMATICS AND EVOLUTIONARY STUDIES	JOURNAL OF ANIMAL ECOLOGY
10.2307/3881754	1971	PARTHENOGENESIS IN MITES AND TICKS (ARACHNIDA: ACARI)	AMERICAN ZOOLOGIST
10.2307/2433589	1972	VARIATION IN GENTIANA VERNA L.	NEW PHYTOLOGIST
10.2307/25420092	1972	IMMUNOLOGICAL CONTROL OF SCHISTOSOMIASIS	THE BRITISH MEDICAL JOURNAL
10.2307/2258924	1973	EDAPHIC FACTORS IN SPECIES AND ECOTYPE DIFFERENTIATION OF SAGITTARIA	JOURNAL OF ECOLOGY
10.2307/2395189	1974	PLANT SYSTEMATICS, 1947-1972	ANNALS OF THE MISSOURI BOTANICAL GARDEN
10.2307/1141712	1971	THE POLICEMAN'S OCCUPATIONAL PERSONALITY	THE JOURNAL OF CRIMINAL LAW, CRIMINOLOGY, AND POLICE SCIENCE
10.2307/2258468	1971	RUBUS CHAMAEMORUS L.	JOURNAL OF ECOLOGY
10.2307/3277950	1971	PART 5, THE POST CONGRESS PART	THE JOURNAL OF PARASITOLOGY
10.2307/1550331	1974	INTRASPECIFIC VARIATION IN PHLEUM ALPINUM L. WITH SPECIFIC REFERENCE TO POLAR POPULATIONS	ARCTIC AND ALPINE RESEARCH
10.2307/1934616	1974	SOME AUTECOLOGICAL STUDIES OF THE LONICERA X BELLA COMPLEX	ECOLOGY
10.2307/1741059	1975	FRONT MATTER	SCIENCE
10.2307/1934296	1972	ADAPTATION IN CLARKIA, SECTION MYXOCARPA	ECOLOGY
10.2307/2406497	1971	A BIOMETRIC ANALYSIS OF POPULATIONS OF POA ANNUA L.	EVOLUTION
10.2307/4445103	1975		THE AMERICAN BIOLOGY TEACHER
10.2307/3758464	1974	SOME ASPECTS OF MORPHOLOGY AND DEVELOPMENT IN THE CHYTRIDIALES	MYCOLOGIA
10.2307/1218530	1971	CO-EVOLUTION OF PLANTS AND ANIMALS. SYSTEMATIC INSIGHTS FROM PLANT-INSECT INTERACTIONS	TAXON
10.2307/2441260	1971	NUTRITION OF CHYTRIOMYCES AND ITS INFLUENCE ON MORPHOLOGY	AMERICAN JOURNAL OF BOTANY
10.2307/4103136	1971	STUDIES OF VARIATION	KEW BULLETIN
10.2307/1218603	1971	GOTE WILHELM TURESSON	TAXON
10.2307/2430653	1972	STUDIES IN DACTYLIS. II. NATURAL VARIATION, DISTRIBUTION AND SYSTEMATICS OF THE DACTYLIS SMITHII LINK. COMPLEX IN MADEIRA AND OTHER ATLANTIC ISLANDS	NEW PHYTOLOGIST
10.2307/1931668	1945	PLANT EVOLUTION THROUGH AMPHIPLOIDY AND AUTOPLOIDY	ECOLOGY
10.2307/2420851	1941		AMERICAN MIDLAND NATURALIST
10.2307/1669075	1942	SCIENTIFIC WORK OF THE CARNEGIE INSTITUTION OF WASHINGTON	SCIENCE
10.2307/2809098	1942	THE NEW PERSPECTIVE IN THE HALOPHYTES	THE QUARTERLY REVIEW OF BIOLOGY
10.2307/2472358	1945	MEIOSIS IN AUTOTETRAPLOID LOLIUM PERENNE IN RELATION TO CHROMOSOMAL BEHAVIOR IN AUTOPOLYPLOIDS	BOTANICAL GAZETTE
10.2307/41422402	1941		MADRONO
10.2307/2804898	1943	PART II: ON THE VARIABILITY WITHIN POPULATIONS	BRITTONIA
10.2307/2804899	1943	PART III: NOMENCLATURE AND SUBSPECIFIC UNITS	BRITTONIA
10.2307/2481513	1942	INDEX TO AMERICAN BOTANICAL LITERATURE	BULLETIN OF THE TORREY BOTANICAL CLUB
10.2307/23302022	1941	LEWIS AND CLARK: LINGUISTIC PIONEERS	RHODORA
10.2307/1931922	1945		ECOLOGY
10.2307/4353275	1942	TAXONOMY AND PHYLOGENY	BOTANICAL REVIEW
10.2307/1943038	1942	BEHAVIOR OF ORGANISMS	ECOLOGICAL MONOGRAPHS
10.2307/2428832	1942	FRONT MATTER	NEW PHYTOLOGIST
10.2307/2428833	1942	EXPERIMENTAL TAXONOMY. V. CYTOLOGICAL STUDIES IN SEA PLANTAINS ALLIED TO PLANTAGO MARITIMA L.	NEW PHYTOLOGIST
10.2307/23301767	1942	SUBSPECIES	RHODORA
10.2307/2804900	1943	PART I: INTRODUCTION	BRITTONIA
10.2307/1670333	1942	INFLUENCE OF THE ENVIRONMENT ON THE EXPRESSION OF HEREDITARY FACTORS IN RELATION TO PLANT BREEDING	SCIENCE
10.2307/2457511	1941	THE LOGICAL BASIS OF THE SPECIES CONCEPT	THE AMERICAN NATURALIST
10.2307/2804896	1943	[INTRODUCTORY INFORMATION]	BRITTONIA
10.2307/2428987	1942	VOLUME INFORMATION	NEW PHYTOLOGIST
10.2307/4353265	1942	SYSTEMATICS, CYTOGENETICS AND EVOLUTION IN CREPIS	BOTANICAL REVIEW
10.2307/4353260	1941	GROWTH RINGS AND CLIMATE	BOTANICAL REVIEW
10.2307/1670335	1942	TRANSFER TO THE UNITED STATES OF THE HEADQUARTERS OF THE INTERNATIONAL SOCIETY OF SURGERY	SCIENCE
10.2307/1670334	1942	RECENT DEATHS	SCIENCE
10.2307/2808591	1944	BRIEF NOTICES	THE QUARTERLY REVIEW OF BIOLOGY
10.2307/1789144	1943		THE GEOGRAPHICAL JOURNAL
10.2307/2437162	1945	SOME ECOTYPIC RELATIONS OF DESCHAMPSIA CAESPITOSA	AMERICAN JOURNAL OF BOTANY
10.2307/23302134	1941	ON THE USE OF THE TERMS "SUBSPECIES" AND "VARIETY"	RHODORA
10.2307/1932225	1941	TRANSPLANT STUDIES AND THE NATURE OF SPECIES	ECOLOGY
10.2307/41422525	1945	A CYTO-TAXONOMIC STUDY OF THE NORTH AMERICAN SPECIES OF MELICA	MADRONO
10.2307/4353327	1945	THE CYTOLOGICAL ANALYSIS OF SPECIES HYBRIDS. II	BOTANICAL REVIEW
10.2307/20037014	1977	THE IMPORTANCE OF CLOSELY RELATED TAXA FOR THE DELIMITATION OF PHYTOSOCIOLOGICAL UNITS	VEGETATIO
10.2307/2407516	1977	THE ORGANIZATION OF GENETIC VARIABILITY IN PHLOX DRUMMONDII	EVOLUTION
10.2307/2258770	1976	ASPECTS OF THE ECOLOGICAL AMPLITUDE OF TWO WOODLAND HERBS, OXALIS ACETOSELLA L. AND GALEOBDOLON LUTEUM HUDS	JOURNAL OF ECOLOGY
10.2307/4110196	1978	CUMULATIVE INDEX. VOLUMES 12-32, 1957-1978	KEW BULLETIN
10.2307/2259359	1979		JOURNAL OF ECOLOGY
10.2307/1936871	1979	GENECOLOGY OF DOUGLAS-FIR IN A WATERSHED IN THE OREGON CASCADES	ECOLOGY
10.2307/2259059	1977	SIR ARTHUR TANSLEY: THE MAN AND THE SUBJECT: THE TANSLEY LECTURE, 1976	JOURNAL OF ECOLOGY
10.2307/2434161	1979	BACK MATTER	NEW PHYTOLOGIST
10.2307/2473708	1979	FRONT MATTER	BOTANICAL GAZETTE
10.2307/1936884	1979	BACK MATTER	ECOLOGY
10.2307/2434078	1980	A GENECOLOGICAL STUDY OF PUCCINELLIA MARITIMA HUDS. (PARL.). I. VARIATION ESTIMATED FROM SINGLE-PLANT SAMPLES FROM BRITISH POPULATIONS	NEW PHYTOLOGIST
10.2307/3897566	1979		JOURNAL OF RANGE MANAGEMENT
10.2307/2442005	1977	MORPHOLOGICAL ABERRATIONS IN TYPHA POPULATIONS IN A POST-THERMAL AQUATIC HABITAT	AMERICAN JOURNAL OF BOTANY
10.2307/3242272	1978	STUDIES ON POLYSETY IN THE NIGERIAN MOSS FLORA WITH SPECIAL REFERENCE TO OCTOBLEPHARUM ALBIDUM AND CALYMPERES SUBDECOLORANS	THE BRYOLOGIST
10.2307/2433840	1978	FRONT MATTER	NEW PHYTOLOGIST
10.2307/1352066	1980	A REVIEW OF ENVIRONMENTAL AND GENETIC FACTORS THAT AFFECT HEIGHT IN SPARTINA ALTERNIFLORA LOISEL. (SALT MARSH CORD GRASS)	ESTUARIES
10.2307/2432078	1980	VOLUME INFORMATION	NEW PHYTOLOGIST
10.2307/2823991	1980		THE QUARTERLY REVIEW OF BIOLOGY
10.2307/2259304	1978	INTERACTION (COMPETITION) STUDIES AS A STEP TOWARDS THE SYNTHESIS OF SEA- CLIFF VEGETATION	JOURNAL OF ECOLOGY
10.2307/2407736	1978	GENETIC VARIATION AMONG TYPHA POPULATIONS OF THE SOUTHEASTERN UNITED STATES	EVOLUTION
10.2307/2096861	1976	REPRODUCTIVE STRATEGIES AS ADAPTATIONS TO LIFE IN TEMPORALLY HETEROGENEOUS ENVIRONMENTS	ANNUAL REVIEW OF ECOLOGY AND SYSTEMATICS
10.2307/2431793	1980	THE GENECOLOGY OF LAWN WEEDS. VII. THE RESPONSE OF DIFFERENT GROWTH FORMS OF PLANTAGO MAJOR L. AND POA ANNUA L. TO SIMULATED TRAMPLING	NEW PHYTOLOGIST
10.2307/2431792	1980	THE GENECOLOGY OF LAWN WEEDS. VI. THE ADAPTIVE SIGNIFICANCE OF VARIATION IN ACHILLEA MILLEFOLIUM L. AS INVESTIGATED BY TRANSPLANT EXPERIMENTS	NEW PHYTOLOGIST
10.2307/2431796	1980	BACK MATTER	NEW PHYTOLOGIST
10.2307/2473722	1979	GENECOLOGY OF BUD-BURST PHENOLOGY IN DOUGLAS-FIR: RESPONSE TO FLUSHING TEMPERATURE AND CHILLING	BOTANICAL GAZETTE
10.2307/1307657	1979	PEOPLE AND PLACES	BIOSCIENCE
10.2307/2418718	1976	THE INPUT FROM POPULATION GENETICS: "THE NEW ECOLOGICAL GENETICS"	SYSTEMATIC BOTANY
10.2307/2418714	1976	PLANT POPULATION BIOLOGY: AN OVERVIEW	SYSTEMATIC BOTANY
10.2307/2407745	1977	LIFE-HISTORY VARIATION IN POA ANNUA	EVOLUTION
10.2307/3242502	1977	OBITUARY: PETER ARNOLD FLORSCHUTZ (1923-1976)	THE BRYOLOGIST
10.2307/1550503	1980		ARCTIC AND ALPINE RESEARCH
10.2307/2485022	1980	MORPHOLOGICAL VARIATION BETWEEN SOME ISOLATED POPULATIONS OF SILENE MARITIMA WITH. IN THE BRITISH ISLES WITH PARTICULAR REFERENCE TO INLAND POLULATIONS ON METALLIFEROUS SOILS	NEW PHYTOLOGIST
10.2307/41424171	1978	BIOSYSTEMATICS OF PSILOSTROPHE (COMPOSITAE: HELENIEAE). II. ARTIFICIAL HYBRIDIZATION AND SYSTEMATIC TREATMENT	MADRONO
10.2307/2259505	1977	THE EFFECTS OF SHADING ON OXALIS ACETOSELLA	JOURNAL OF ECOLOGY
10.2307/3242341	1978	A SYNOPSIS OF BRYOERYTHROPHYLLUM AND MORINIA (POTTIACEAE) IN THE NEW WORLD	THE BRYOLOGIST
10.2307/23314103	1980	BACK MATTER	RHODORA
