10.2307/2418501	1977	THE TAXONOMIC SIGNIFICANCE OF EXPERIMENTAL SELECTION BY VERNALIZATION IN NUPHAR (NYMPHAEACEAE)	SYSTEMATIC BOTANY
10.2307/1219741	1979	TAXONOMY AND NOMENCLATURE OF FOSSIL POLLEN FROM THE TERTIARY	TAXON
10.2307/2418504	1977	CONSTITUTION AND BYLAWS OF THE AMERICAN SOCIETY OF PLANT TAXONOMISTS, INC.	SYSTEMATIC BOTANY
10.2307/2259432	1980		JOURNAL OF ECOLOGY
10.2307/2401838	1977	THE ECOLOGY OF MORECAMBE BAY. VII. THE DISTRIBUTION OF PUCCINELLIA MARITIMA, FESTUCA RUBRA AND AGROSTIS STOLONIFERA IN THE SALT MARSHES	JOURNAL OF APPLIED ECOLOGY
10.2307/2434151	1979	THE GENECOLOGY OF LAWN WEEDS. III. CULTIVATION EXPERIMENTS WITH ACHILLEA MILLEFOLIUM L., BELLIS PERENNIS L., PLANTAGO LANCEOLATA L., PLANTAGO MAJOR L. AND PRUNELLA VULGARIS L. COLLECTED FROM LAWNS AND CONTRASTING GRASSLAND HABITATS	NEW PHYTOLOGIST
10.2307/23311179	1977	ADDITIONAL NOTES ON VERONICA ANAGALLIS-AQUATICA X CATENATA (SCROPHULARIACEAE)	RHODORA
10.2307/2442347	1980	THE EFFECT OF TEMPERATURE AND PHOTOPERIOD ON THE DEVELOPMENT OF GEOGRAPHICALLY ISOLATED POPULATIONS OF FUNARIA HYGROMETRICA AND WEISSIA CONTROVERSA	AMERICAN JOURNAL OF BOTANY
10.2307/1936642	1978	DISTRIBUTION AND PRODUCTION OF SAGO PONDWEED (POTAMOGETON PECTINATUS L.) ON A NORTHERN PRAIRIE MARSH	ECOLOGY
10.2307/1219578	1979	POLLEN-COLLECTING HAIRS OF CAMPANULA (CAMPANULACEAE), I: HISTORICAL REVIEW	TAXON
10.2307/3242469	1977	THE TRIBE PLEUROWEISIEAE (POTTIACEAE, MUSCI) IN MIDDLE AMERICA	THE BRYOLOGIST
10.2307/2388160	1980	REFERENCES	BIOTROPICA
10.2307/2402266	1976	THE GENECOLOGY OF WHEAT IN A NEPALESE CENTRE OF DIVERSITY	JOURNAL OF APPLIED ECOLOGY
10.2307/1747106	1979	BACK MATTER	SCIENCE
10.2307/2259158	1978	OXALIS ACETOSELLA L.	JOURNAL OF ECOLOGY
10.2307/1219831	1979	ERRATA	TAXON
10.2307/2823080	1976		THE QUARTERLY REVIEW OF BIOLOGY
10.2307/1219585	1979	BULLETIN OF BRYOLOGY XVI	TAXON
10.2307/1219789	1979	NEWS AND NOTES	TAXON
10.2307/4180085	1979	A DIPLOID FORM OF PHRAGMITES COMMUNIS, AS A POSSIBLE RESULT OF CYTOGENETICAL RESPONSE TO ECOLOGICAL STRESS	FOLIA GEOBOTANICA & PHYTOTAXONOMICA
10.2307/2460177	1978	BACK MATTER	THE AMERICAN NATURALIST
10.2307/4032755	1978	LEAF VARIATION IN FIVE SPECIES OF ACAULESCENT BLUE VIOLETS (VIOLA). 1	CASTANEA
10.2307/2418316	1978	A HYBRID OF GUNNERA FROM COSTA RICA	SYSTEMATIC BOTANY
10.2307/2387727	1980	THE OCCURRENCE OF GUNNERA POLLEN IN THE FOSSIL RECORD	BIOTROPICA
10.2307/2402537	1979	VARIATION IN CEREALS FROM THE HIMALAYAS AND THE OPTIMUM STRATEGY FOR SAMPLING PLANT GERMPLASM	JOURNAL OF APPLIED ECOLOGY
10.2307/2402534	1979	THE USE OF METAL TOLERANT PLANT POPULATIONS FOR THE RECLAMATION OF METALLIFEROUS WASTES	JOURNAL OF APPLIED ECOLOGY
10.2307/2418721	1976	SYSTEMATICS AND PLANT POPULATION BIOLOGY	SYSTEMATIC BOTANY
10.2307/2433410	1978	VARIATION IN FOUR POPULATIONS OF SENECIO VISCOSUS L. AS REVEALED BY A CULTIVATION EXPERIMENT	NEW PHYTOLOGIST
10.2307/2484264	1978	PLANT ECOTYPES: ECOLOGICAL OR EVOLUTIONARY UNITS?	BULLETIN OF THE TORREY BOTANICAL CLUB
10.2307/2459880	1976	SUCCESSION: AN EVOLUTIONARY INTERPRETATION	THE AMERICAN NATURALIST
10.2307/4180052	1978	ADVANCES IN GEOBOTANY, PLANT ECOLOGY, TAXONOMY AND GEOGRAPHY IN THE CZECH SOCIALIST REPUBLIC DURING THE LAST 30 YEARS	FOLIA GEOBOTANICA & PHYTOTAXONOMICA
10.2307/2407570	1976	CYTOGENETICS AND AFFINITIES OF VERNONIA (COMPOSITAE) FROM THE MEXICAN HIGHLANDS AND EASTERN NORTH AMERICA	EVOLUTION
10.2307/23311949	1980	BACK MATTER	RHODORA
10.2307/23311940	1980	EXPERIMENTAL TAXONOMY IN THE GENUS AMELANCHIER I: A NEW LOOK AT THE CHROMOSOME NUMBERS OF THE AMELANCHIER SPECIES GROWING IN THE NORTHEASTERN UNITED STATES	RHODORA
10.2307/1936386	1978	PHYSIOLOGICAL PLANT ECOLOGY: PHOENIX FROM YESTERYEAR	ECOLOGY
10.2307/2434278	1980	BACK MATTER	NEW PHYTOLOGIST
10.2307/1936952	1979	VOLUME INFORMATION	ECOLOGY
10.2307/2424833	1978	AN EXPERIMENTAL STUDY OF POPULATION DIFFERENCES IN LEAF MORPHOLOGY OF AQUILEGIA CANADENSIS L. (RANUNCULACEAE)	AMERICAN MIDLAND NATURALIST
10.2307/20166140	1978	BACK MATTER	BULLETIN OF THE ECOLOGICAL SOCIETY OF AMERICA
10.2307/2096874	1976	THE EVOLUTION OF INBREEDING IN PLANTS	ANNUAL REVIEW OF ECOLOGY AND SYSTEMATICS
10.2307/2433867	1978	THE GENECOLOGY OF LAWN WEEDS. II. EVIDENCE FOR DISRUPTIVE SELECTION IN POA ANNUA L. IN A MOSAIC ENVIRONMENT OF BOWLING GREEN LAWNS AND FLOWER BEDS	NEW PHYTOLOGIST
10.2307/1743615	1977	BACK MATTER	SCIENCE
10.2307/2433866	1978	THE GENECOLOGY OF LAWN WEEDS. I. POPULATION DIFFERENTIATION IN POA ANNUA L. IN A MOSAIC ENVIRONMENT OF BOWLING GREEN LAWNS AND FLOWER BEDS	NEW PHYTOLOGIST
10.2307/2418468	1977	PROTOGYNY IN THE CRUCIFERAE	SYSTEMATIC BOTANY
10.2307/2402285	1976	BACK MATTER	JOURNAL OF APPLIED ECOLOGY
10.2307/4180003	1977	THE DEVELOPMENT OF BOTANY IN THE SOVIET UNION	FOLIA GEOBOTANICA & PHYTOTAXONOMICA
10.2307/1748148	1979	BACK MATTER	SCIENCE
10.2307/20111528	1980	THE DOMAIN OF LABORATORY ECOLOGY	SYNTHESE
10.2307/2474067	1976	SOIL TEMPERATURE EFFECTS ON ROOT RESPIRATION AND THE ECOLOGY OF ALPINE AND SUBALPINE PLANTS	BOTANICAL GAZETTE
10.2307/1741433	1976	BACK MATTER	SCIENCE
10.2307/2433930	1979	VOLUME INFORMATION	NEW PHYTOLOGIST
10.2307/2825561	1979		THE QUARTERLY REVIEW OF BIOLOGY
10.2307/2402630	1978	SHORT NOTICES	JOURNAL OF APPLIED ECOLOGY
10.2307/1684163	1980	BACK MATTER	SCIENCE
10.2307/1684049	1980	BACK MATTER	SCIENCE
10.2307/1746283	1978	GRASSLAND ECOLOGY	SCIENCE
10.2307/2259137	1979		JOURNAL OF ECOLOGY
10.2307/2988111	1980	A GEOMETRIC COMPARISON OF PRINCIPAL COMPONENT ANALYSIS WITH ANALYSIS OF VARIANCE	JOURNAL OF THE ROYAL STATISTICAL SOCIETY. SERIES D (THE STATISTICIAN)
10.2307/2433839	1978	VOLUME INFORMATION	NEW PHYTOLOGIST
10.2307/2434267	1980	THE GENECOLOGY OF LAWN WEEDS. IV. ADAPTIVE SIGNIFICANCE OF VARIATION IN BELLIS PERENNIS L. AS REVEALED IN A TRANSPLANT EXPERIMENT	NEW PHYTOLOGIST
10.2307/2434268	1980	THE GENECOLOGY OF LAWN WEEDS. V. THE ADAPTIVE SIGNIFICANCE OF DIFFERENT GROWTH HABIT IN LAWN AND ROADSIDE POPULATIONS OF PLANTAGO MAJOR L.	NEW PHYTOLOGIST
10.2307/1220652	1980	INDEX HERBARIORUM: ADDITIONS TO "HERBARIA OF THE WORLD" ED. 6 (IV)	TAXON
10.2307/1219603	1980	THE RIJKSHERBARIUM AT 150 YEARS	TAXON
10.2307/2484171	1980	INDEX TO AMERICAN BOTANICAL LITERATURE	BULLETIN OF THE TORREY BOTANICAL CLUB
10.2307/2474681	1979	VOLUME INFORMATION	BOTANICAL GAZETTE
10.2307/4179968	1977	POLYPLOIDY AND VARIATION IN THE CAMPANULA ROTUNDIFOLIA COMPLEX. PART II. (TAXONOMIC) 2. REVISION OF THE GROUPS VULGARES AND SCHEUCHZERIANAE IN CZECHOSLOVAKIA AND ADJACENT REGIONS	FOLIA GEOBOTANICA & PHYTOTAXONOMICA
10.2307/1220544	1976	INDEX HERBARIORUM: ADDITIONS TO "THE HERBARIA OF THE WORLD" ED. 6	TAXON
10.2307/2402243	1976	VOLUME INFORMATION	JOURNAL OF APPLIED ECOLOGY
10.2307/2433800	1977	CYTOTYPE DIVERSITY IN A POPULATION OF BETULA ALBA L.	NEW PHYTOLOGIST
10.2307/2395295	1977	A CONTRIBUTION OF RAIN FOREST RESEARCH TO EVOLUTIONARY THEORY	ANNALS OF THE MISSOURI BOTANICAL GARDEN
10.2307/2472455	1948		BOTANICAL GAZETTE
10.2307/4353364	1947	CYTOLOGY AND GENETICS OF FORAGE GRASSES (CONCLUDED)	BOTANICAL REVIEW
10.2307/1677585	1949	NEWS AND NOTES	SCIENCE
10.2307/2481896	1950	THE APPLICATION AND USE OF BOTANICAL NAMES	BULLETIN OF THE TORREY BOTANICAL CLUB
10.2307/41422686	1950	TAXONOMY, SYSTEMATIC BOTANY AND BIOSYSTEMATICS	MADRONO
10.2307/2429024	1949	RACIAL DIVERGENCES IN PRUNELLA VULGARIS IN RELATION TO HABITAT AND CLIMATE	NEW PHYTOLOGIST
10.2307/2428695	1950	INTRA-COLONIAL VARIATION IN PLANT SIZE AND HABIT IN SEA PLANTAINS	NEW PHYTOLOGIST
10.2307/41423522	1948	THE IDENTITY AND DELIMITATION OF ALLIUM TOLMIEI BAKER	MADRONO
10.2307/2810953	1949		THE QUARTERLY REVIEW OF BIOLOGY
10.2307/2472454	1948		BOTANICAL GAZETTE
10.2307/2428946	1946		NEW PHYTOLOGIST
10.2307/2428935	1946	THE ECOTYPE CONCEPT. A CONSIDERATION WITH APPRECIATION AND CRITICISM, ESPECIALLY OF RECENT TRENDS	NEW PHYTOLOGIST
10.2307/1678569	1950		SCIENCE
10.2307/2438137	1950	PROPOSALS FOR CHANGES IN VARIOUS PORTIONS OF THE INTERNATIONAL RULES OF BOTANICAL NOMENCLATUE DEALING WITH GENETICALLY COMPLICATED GROUPS AND ALSO WITH HORTICULTURAL MATERIALS	AMERICAN JOURNAL OF BOTANY
10.2307/2429054	1946	ECOTYPIC DIFFERENTIATION	NEW PHYTOLOGIST
10.2307/2437587	1946	CHROMOSOME NUMBERS IN POA, AGROPYRON, AND ELYMUS	AMERICAN JOURNAL OF BOTANY
10.2307/2437873	1950	MORPHOLOGICAL VARIABILITY AND HYBRID DEVELOPMENT IN ELYMUS GLAUCUS	AMERICAN JOURNAL OF BOTANY
10.2307/2428656	1948	STUDIES IN BRITISH PRIMULAS. II. ECOLOGY AND TAXONOMY OF PRIMROSE AND OXLIP (PRIMULA VULGARIS HUDS. AND P. ELATIOR SCHREB.)	NEW PHYTOLOGIST
10.2307/2472453	1948		BOTANICAL GAZETTE
10.2307/2804972	1949	PROPOSED CHANGES IN THE INTERNATIONAL RULES OF BOTANICAL NOMENCLATURE	BRITTONIA
10.2307/4258038	1947	NOTES	PLANT PHYSIOLOGY
10.2307/2405610	1948	HYBRIDIZATION OF THE HABITAT	EVOLUTION
10.2307/19606	1949	PLANTS AND VEGETATION AS EXHAUSTIBLE RESOURCES	THE SCIENTIFIC MONTHLY
10.2307/2809762	1949		THE QUARTERLY REVIEW OF BIOLOGY
10.2307/4353410	1949	WILD SPECIES-HYBRIDS IN THE PHANEROGAMS. II	BOTANICAL REVIEW
10.2307/2428701	1950	FRONT MATTER	NEW PHYTOLOGIST
10.2307/2428707	1950	THE EXPERIMENTAL TAXONOMY OF TWO SPECIES OF VIOLA	NEW PHYTOLOGIST
10.2307/2438119	1949	THE PROBLEM OF SUBSPECIFIC CATEGORIES	AMERICAN JOURNAL OF BOTANY
10.2307/2438113	1949	BOTANICAL NOMENCLATURE SINCE 1867	AMERICAN JOURNAL OF BOTANY
10.2307/2428680	1950	VOLUME INFORMATION	NEW PHYTOLOGIST
10.2307/25534201	1954		THE IRISH NATURALISTS' JOURNAL
10.2307/4353528	1954	APOMIXIS IN THE ANGIOSPERMS. II	BOTANICAL REVIEW
10.2307/2429102	1952		NEW PHYTOLOGIST
10.2307/2257071	1953	PLANTAGO CORONOPUS L.	JOURNAL OF ECOLOGY
10.2307/41609686	1952	A PRELIMINARY STUDY OF THE GENUS CHENOPODIUM IN NORTH AMERICA	BARTONIA
10.2307/2438657	1953	GROWTH AND DEVELOPMENT OF SPECIES AND HYBRIDS OF POA UNDER CONTROLLED TEMPERATURES	AMERICAN JOURNAL OF BOTANY
10.2307/4108935	1954	THE MODERN APPROACH TO TAXONOMY	KEW BULLETIN
10.2307/2472652	1953	FUNGICIDAL PROPERTIES OF SOME CARBONIC AND THIOCARBONIC ACID DERIVATIVES OF HYDRAZINE	BOTANICAL GAZETTE
10.2307/2256634	1951		JOURNAL OF ECOLOGY
10.2307/1681446	1954	NEWS AND NOTES	SCIENCE
10.2307/20034640	1954	CYTOTAXONOMICAL EVALUATION OF CORRESPONDING TAXA	VEGETATIO
10.2307/4113904	1955	REVIEW OF THE WORK OF THE ROYAL BOTANIC GARDENS, KEW, DURING 1954	KEW BULLETIN
10.2307/2422045	1954	CYTOTAXONOMICAL STUDIES ON THE NORTHERN BEDSTRAW	AMERICAN MIDLAND NATURALIST
10.2307/2438295	1954	THREE FIELD STUDIES OF HYBRIDIZATION IN THE STEMLESS WHITE VIOLETS	AMERICAN JOURNAL OF BOTANY
10.2307/2438294	1954	CYTOGENETIC STUDIES OF POA. I. CHROMOSOME NUMBERS AND MORPHOLOGY OF INTERSPECIFIC HYBRIDS	AMERICAN JOURNAL OF BOTANY
10.2307/23305328	1953	A FLORISTIC STUDY OF COOK COUNTY, NORTHEASTERN MINNESOTA (CONTINUED)	RHODORA
10.2307/4109344	1952	METHODS OF THE EXPERIMENTAL GROUND IN RELATION TO TAXONOMY	KEW BULLETIN
10.2307/2457972	1952	PUBLICATIONS RECEIVED	THE AMERICAN NATURALIST
10.2307/4117649	1952	VOLUME INFORMATION	KEW BULLETIN
10.2307/1216605	1954	NEWS AND NOTES	TAXON
10.2307/2817694	1954		THE QUARTERLY REVIEW OF BIOLOGY
10.2307/2817821	1954		THE QUARTERLY REVIEW OF BIOLOGY
10.2307/2458092	1951	THE TAXONOMIC UNITS IN RELATION TO CYTOGENETICS AND GENE ECOLOGY	THE AMERICAN NATURALIST
10.2307/2458091	1951	INTERBREEDING OF NATURAL POPULATIONS OF VERTEBRATES	THE AMERICAN NATURALIST
10.2307/2813531	1952	THE ENVIRONMENTAL COMPLEX IN RELATION TO PLANT GROWTH AND DISTRIBUTION	THE QUARTERLY REVIEW OF BIOLOGY
10.2307/4114559	1954	BRITISH KNAPWEEDS	KEW BULLETIN
10.2307/1932741	1951	ECOLOGICAL LIFE HISTORY OUTLINES FOR FUNGI	ECOLOGY
10.2307/1678996	1951	SYSTEMATIC BOTANY	SCIENCE
10.2307/1677860	1952	ECOLOGICAL TAXONOMY	SCIENCE
10.2307/1943510	1954	THE SALT SPRAY COMMUNITY	ECOLOGICAL MONOGRAPHS
10.2307/1292356	1954	BOTANISTS IN PARIS	AIBS BULLETIN
10.2307/1292355	1954	THE BIOLOGY LIBRARY	AIBS BULLETIN
10.2307/1930896	1953	GERMINATION AND EARLY GROWTH OF GRASSES IN CONTROLLED CONDITIONS	ECOLOGY
10.2307/1681679	1954	NEWS AND NOTES	SCIENCE
10.2307/2405620	1952	ECOLOGICAL CONTROL OF HYBRIDIZATION IN QUERCUS: A FACTOR IN THE MECHANISM OF EVOLUTION	EVOLUTION
10.2307/1929740	1953	THE ROLE OF PLANT ECOLOGY IN BIOSYSTEMATICS	ECOLOGY
10.2307/2809367	1951		THE QUARTERLY REVIEW OF BIOLOGY
10.2307/2405573	1953	GEOGRAPHY, ECOLOGY AND COEXISTENCE IN RELATION TO THE BIOLOGICAL DEFINITION OF THE SPECIES	EVOLUTION
10.2307/2257026	1955	AUTUMN MEETING AT CAMBRIDGE, 27-29 SEPTEMBER 1954	JOURNAL OF ECOLOGY
10.2307/1930333	1953	INTEGRATION OF THE ECOSPECIES	ECOLOGY
10.2307/2411561	1953	PLANT TAXONOMY TODAY	SYSTEMATIC ZOOLOGY
10.2307/2812849	1952		THE QUARTERLY REVIEW OF BIOLOGY
10.2307/2429098	1952	STUDIES IN BRITISH PRIMULAS. III. HYBRIDIZATION BETWEEN PRIMULA ELATIOR (L.) HILL AND P. VERIS L.	NEW PHYTOLOGIST
10.2307/20988	1955		THE SCIENTIFIC MONTHLY
10.2307/4108917	1954	REVIEW OF THE WORK OF THE ROYAL BOTANIC GARDENS, KEW, DURING 1953	KEW BULLETIN
10.2307/1418483	1954	THE NATURE AND HISTORY OF EXPERIMENTAL CONTROL	THE AMERICAN JOURNAL OF PSYCHOLOGY
10.2307/2482404	1955	INDEX TO AMERICAN BOTANICAL LITERATURE	BULLETIN OF THE TORREY BOTANICAL CLUB
10.2307/2472651	1953	THE NATURE OF SUMMER DORMANCY IN PERENNIAL GRASSES	BOTANICAL GAZETTE
10.2307/1742	1955	AUTUMN MEETING AT CAMBRIDGE	JOURNAL OF ANIMAL ECOLOGY
10.2307/2429508	1954	SPECIES DELIMITATION AND RACIAL DIVERGENCE IN BRITISH THYMUS	NEW PHYTOLOGIST
10.2307/2429677	1954	SOME OBSERVATIONS AND REFLEXIONS CONCERNING THE PATTERNS OF INTRASPECIFIC DIFFERENTIATION	NEW PHYTOLOGIST
10.2307/23305452	1952	TAXONOMY TODAY AND TOMORROW	RHODORA
10.2307/2256640	1951		JOURNAL OF ECOLOGY
10.2307/2405503	1952	THE ECOSPECIES-PRELUDE TO DISCUSSION	EVOLUTION
10.2307/2257132	1955	THE USE OF PHYTOSOCIOLOGICAL METHODS IN ECOLOGICAL INVESTIGATIONS: I. THE BRAUN-BLANQUET SYSTEM	JOURNAL OF ECOLOGY
10.2307/23305403	1952	STAGES IN THE EVOLUTION OF PLANT SPECIES	RHODORA
10.2307/2256884	1954		JOURNAL OF ECOLOGY
10.2307/2429645	1955		NEW PHYTOLOGIST
10.2307/2257030	1955	VACCINIUM VITIS-IDAEA L.	JOURNAL OF ECOLOGY
10.2307/2804698	1951	A REVISION OF THE NORTH AMERICAN BLACK CHERRIES (PRUNUS SEROTINA EHRH., AND RELATIVES)	BRITTONIA
10.2307/2804693	1951	THE VERSATILE TAXONOMIST	BRITTONIA
10.2307/2813544	1952		THE QUARTERLY REVIEW OF BIOLOGY
10.2307/2438588	1955	CYTOGENETIC STUDIES OF POA. II. THE PAIRING OF CHROMOSOMES IN SPECIES AND INTERSPECIFIC HYBRIDS	AMERICAN JOURNAL OF BOTANY
10.2307/1931410	1954	PARALLELISMS BETWEEN ECOLOGY AND TAXONOMY	ECOLOGY
