# date	jtitle
46	10.2307/41422402	1941	MADRONO
47	10.2307/2406077	1961	EVOLUTION
48	10.2307/2431281	1974	NEW PHYTOLOGIST
49	10.2307/41423786	1971	MADRONO
50	10.2307/41609686	1952	BARTONIA
51	10.2307/2422435	1956	AMERICAN MIDLAND NATURALIST
52	10.2307/2431284	1974	NEW PHYTOLOGIST
53	10.2307/25534380	1956	THE IRISH NATURALISTS' JOURNAL
54	10.2307/2429677	1954	NEW PHYTOLOGIST
55	10.2307/2458091	1951	THE AMERICAN NATURALIST
56	10.2307/20112079	1971	BULLETINS FROM THE ECOLOGICAL RESEARCH COMMITTEE
57	10.2307/2428098	1927	NEW PHYTOLOGIST
58	10.2307/2430685	1971	NEW PHYTOLOGIST
59	10.2307/4353364	1947	BOTANICAL REVIEW
60	10.2307/4353713	1965	BOTANICAL REVIEW
61	10.2307/2804898	1943	BRITTONIA
62	10.2307/2804899	1943	BRITTONIA
63	10.2307/2437873	1950	AMERICAN JOURNAL OF BOTANY
64	10.2307/2440393	1969	AMERICAN JOURNAL OF BOTANY
65	10.2307/2412346	1971	SYSTEMATIC ZOOLOGY
66	10.2307/2483893	1966	BULLETIN OF THE TORREY BOTANICAL CLUB
67	10.2307/2411766	1959	SYSTEMATIC ZOOLOGY
68	10.2307/2411767	1959	SYSTEMATIC ZOOLOGY
69	10.2307/2411765	1959	SYSTEMATIC ZOOLOGY
70	10.2307/4108935	1954	KEW BULLETIN
71	10.2307/4117613	1958	KEW BULLETIN
72	10.2307/2473708	1979	BOTANICAL GAZETTE
73	10.2307/2458766	1960	THE AMERICAN NATURALIST
74	10.2307/3240710	1963	THE BRYOLOGIST
75	10.2307/4353629	1961	BOTANICAL REVIEW
76	10.2307/3881754	1971	AMERICAN ZOOLOGIST
77	10.2307/2429543	1961	NEW PHYTOLOGIST
78	10.2307/2256634	1951	JOURNAL OF ECOLOGY
79	10.2307/1936884	1979	ECOLOGY
80	10.2307/2434078	1980	NEW PHYTOLOGIST
81	10.2307/1935646	1966	ECOLOGY
82	10.2307/3897566	1979	JOURNAL OF RANGE MANAGEMENT
83	10.2307/2442005	1977	AMERICAN JOURNAL OF BOTANY
84	10.2307/25006179	1969	JOURNAL OF THE NEW YORK ENTOMOLOGICAL SOCIETY
85	10.2307/1677585	1949	SCIENCE
86	10.2307/1716858	1965	SCIENCE
87	10.2307/3242272	1978	THE BRYOLOGIST
88	10.2307/2431624	1975	NEW PHYTOLOGIST
89	10.2307/2412187	1969	SYSTEMATIC ZOOLOGY
90	10.2307/4114798	1960	KEW BULLETIN
91	10.2307/2433840	1978	NEW PHYTOLOGIST
92	10.2307/1352066	1980	ESTUARIES
93	10.2307/1292150	1957	AIBS BULLETIN
94	10.2307/1681446	1954	SCIENCE
95	10.2307/20034640	1954	VEGETATIO
96	10.2307/2440677	1966	AMERICAN JOURNAL OF BOTANY
97	10.2307/1935391	1970	ECOLOGY
98	10.2307/1218596	1971	TAXON
99	10.2307/1218595	1971	TAXON
100	10.2307/1218594	1971	TAXON
101	10.2307/1218592	1969	TAXON
102	10.2307/4260909	1966	PLANT PHYSIOLOGY
103	10.2307/1942216	1965	ECOLOGICAL MONOGRAPHS
104	10.2307/1218212	1972	TAXON
105	10.2307/1218213	1972	TAXON
106	10.2307/1218214	1972	TAXON
107	10.2307/2560377	1968	BOTANICAL GAZETTE
108	10.2307/4108026	1965	KEW BULLETIN
109	10.2307/2481896	1950	BULLETIN OF THE TORREY BOTANICAL CLUB
110	10.2307/2432078	1980	NEW PHYTOLOGIST
111	10.2307/1219063	1970	TAXON
112	10.2307/2823991	1980	THE QUARTERLY REVIEW OF BIOLOGY
113	10.2307/41422108	1934	MADRONO
114	10.2307/4113904	1955	KEW BULLETIN
115	10.2307/2438478	1956	AMERICAN JOURNAL OF BOTANY
116	10.2307/41422063	1933	MADRONO
117	10.2307/2438350	1957	AMERICAN JOURNAL OF BOTANY
118	10.2307/2422045	1954	AMERICAN MIDLAND NATURALIST
119	10.2307/2481124	1937	BULLETIN OF THE TORREY BOTANICAL CLUB
120	10.2307/2438295	1954	AMERICAN JOURNAL OF BOTANY
121	10.2307/2438294	1954	AMERICAN JOURNAL OF BOTANY
122	10.2307/2480027	1926	BULLETIN OF THE TORREY BOTANICAL CLUB
123	10.2307/2259137	1979	JOURNAL OF ECOLOGY
124	10.2307/2402534	1979	JOURNAL OF APPLIED ECOLOGY
125	10.2307/41422686	1950	MADRONO
126	10.2307/2481513	1942	BULLETIN OF THE TORREY BOTANICAL CLUB
127	10.2307/2440604	1969	AMERICAN JOURNAL OF BOTANY
128	10.2307/4179778	1974	FOLIA GEOBOTANICA & PHYTOTAXONOMICA
129	10.2307/2259304	1978	JOURNAL OF ECOLOGY
130	10.2307/720695	1965	AFRICAN AFFAIRS
131	10.2307/23305328	1953	RHODORA
132	10.2307/4117344	1971	KEW BULLETIN
133	10.2307/4109344	1952	KEW BULLETIN
134	10.2307/1217945	1970	TAXON
135	10.2307/3758164	1974	MYCOLOGIA
136	10.2307/2482793	1957	BULLETIN OF THE TORREY BOTANICAL CLUB
137	10.2307/2407198	1973	EVOLUTION
138	10.2307/2436427	1937	AMERICAN JOURNAL OF BOTANY
139	10.2307/2407736	1978	EVOLUTION
140	10.2307/2096861	1976	ANNUAL REVIEW OF ECOLOGY AND SYSTEMATICS
141	10.2307/4103159	1975	KEW BULLETIN
142	10.2307/2431793	1980	NEW PHYTOLOGIST
143	10.2307/2431792	1980	NEW PHYTOLOGIST
144	10.2307/2431796	1980	NEW PHYTOLOGIST
145	10.2307/621424	1966	TRANSACTIONS OF THE INSTITUTE OF BRITISH GEOGRAPHERS
146	10.2307/20165515	1959	BULLETIN OF THE ECOLOGICAL SOCIETY OF AMERICA
147	10.2307/2428518	1939	NEW PHYTOLOGIST
148	10.2307/2428515	1939	NEW PHYTOLOGIST
149	10.2307/2430948	1973	NEW PHYTOLOGIST
150	10.2307/2473722	1979	BOTANICAL GAZETTE
151	10.2307/2428512	1931	NEW PHYTOLOGIST
152	10.2307/2429024	1949	NEW PHYTOLOGIST
153	10.2307/2428695	1950	NEW PHYTOLOGIST
154	10.2307/41423522	1948	MADRONO
155	10.2307/1307657	1979	BIOSCIENCE
156	10.2307/1216730	1962	TAXON
157	10.2307/2401482	1965	JOURNAL OF APPLIED ECOLOGY
158	10.2307/2431093	1973	NEW PHYTOLOGIST
159	10.2307/2418718	1976	SYSTEMATIC BOTANY
160	10.2307/2434267	1980	NEW PHYTOLOGIST
161	10.2307/1293133	1964	BIOSCIENCE
162	10.2307/2418714	1976	SYSTEMATIC BOTANY
163	10.2307/2407745	1977	EVOLUTION
164	10.2307/2411596	1961	SYSTEMATIC ZOOLOGY
165	10.2307/4353727	1966	BOTANICAL REVIEW
166	10.2307/3242502	1977	THE BRYOLOGIST
167	10.2307/25534560	1958	THE IRISH NATURALISTS' JOURNAL
168	10.2307/2810953	1949	THE QUARTERLY REVIEW OF BIOLOGY
169	10.2307/4117649	1952	KEW BULLETIN
170	10.2307/2431463	1969	NEW PHYTOLOGIST
171	10.2307/2430766	1971	NEW PHYTOLOGIST
172	10.2307/4606777	1967	BIOS
173	10.2307/3224419	1967	TRANSACTIONS OF THE AMERICAN MICROSCOPICAL SOCIETY
174	10.2307/2485022	1980	NEW PHYTOLOGIST
175	10.2307/2473615	1975	BOTANICAL GAZETTE
176	10.2307/2257243	1961	JOURNAL OF ECOLOGY
177	10.2307/2474067	1976	BOTANICAL GAZETTE
178	10.2307/2430464	1967	NEW PHYTOLOGIST
179	10.2307/1670333	1942	SCIENCE
180	10.2307/2430461	1967	NEW PHYTOLOGIST
181	10.2307/2406589	1966	EVOLUTION
182	10.2307/2259505	1977	JOURNAL OF ECOLOGY
183	10.2307/1216193	1964	TAXON
184	10.2307/1216605	1954	TAXON
185	10.2307/3242341	1978	THE BRYOLOGIST
186	10.2307/1169709	1969	REVIEW OF EDUCATIONAL RESEARCH
187	10.2307/23314103	1980	RHODORA
188	10.2307/2258468	1971	JOURNAL OF ECOLOGY
189	10.2307/2430165	1965	NEW PHYTOLOGIST
190	10.2307/27827124	1958	AMERICAN SCIENTIST
191	10.2307/2430166	1965	NEW PHYTOLOGIST
192	10.2307/2741098	1973	CURRENT ANTHROPOLOGY
193	10.2307/2473466	1964	BOTANICAL GAZETTE
194	10.2307/2256369	1939	JOURNAL OF ECOLOGY
195	10.2307/2439353	1958	AMERICAN JOURNAL OF BOTANY
196	10.2307/1216583	1963	TAXON
197	10.2307/4108085	1965	KEW BULLETIN
198	10.2307/2440696	1966	AMERICAN JOURNAL OF BOTANY
199	10.2307/2431364	1969	NEW PHYTOLOGIST
200	10.2307/2431365	1969	NEW PHYTOLOGIST
201	10.2307/2406286	1962	EVOLUTION
202	10.2307/2418501	1977	SYSTEMATIC BOTANY
203	10.2307/2472454	1948	BOTANICAL GAZETTE
204	10.2307/1219741	1979	TAXON
205	10.2307/2418504	1977	SYSTEMATIC BOTANY
206	10.2307/2259432	1980	JOURNAL OF ECOLOGY
207	10.2307/20037014	1977	VEGETATIO
208	10.2307/2817821	1954	THE QUARTERLY REVIEW OF BIOLOGY
209	10.2307/2483746	1969	BULLETIN OF THE TORREY BOTANICAL CLUB
210	10.2307/2805306	1964	BRITTONIA
211	10.2307/1218836	1969	TAXON
212	10.2307/2401838	1977	JOURNAL OF APPLIED ECOLOGY
213	10.2307/2411572	1956	SYSTEMATIC ZOOLOGY
214	10.2307/2434151	1979	NEW PHYTOLOGIST
215	10.2307/1295933	1971	BIOSCIENCE
216	10.2307/23302022	1941	RHODORA
217	10.2307/3896365	1968	JOURNAL OF RANGE MANAGEMENT
218	10.2307/2458092	1951	THE AMERICAN NATURALIST
219	10.2307/1934044	1970	ECOLOGY
220	10.2307/4353158	1937	BOTANICAL REVIEW
221	10.2307/4353159	1937	BOTANICAL REVIEW
222	10.2307/23311179	1977	RHODORA
223	10.2307/1219603	1980	TAXON
224	10.2307/2805491	1973	BRITTONIA
225	10.2307/2481076	1940	BULLETIN OF THE TORREY BOTANICAL CLUB
226	10.2307/2481071	1940	BULLETIN OF THE TORREY BOTANICAL CLUB
227	10.2307/1550326	1974	ARCTIC AND ALPINE RESEARCH
228	10.2307/2459880	1976	THE AMERICAN NATURALIST
229	10.2307/2813531	1952	THE QUARTERLY REVIEW OF BIOLOGY
230	10.2307/2256943	1957	JOURNAL OF ECOLOGY
231	10.2307/1931922	1945	ECOLOGY
232	10.2307/2428247	1936	NEW PHYTOLOGIST
233	10.2307/2438310	1957	AMERICAN JOURNAL OF BOTANY
234	10.2307/2442347	1980	AMERICAN JOURNAL OF BOTANY
235	10.2307/1936642	1978	ECOLOGY
236	10.2307/1709733	1962	SCIENCE
237	10.2307/4353275	1942	BOTANICAL REVIEW
238	10.2307/2804945	1958	BRITTONIA
239	10.2307/4109117	1957	KEW BULLETIN
240	10.2307/1219578	1979	TAXON
241	10.2307/1943038	1942	ECOLOGICAL MONOGRAPHS
242	10.2307/2989765	1970	BIOTROPICA
243	10.2307/4114559	1954	KEW BULLETIN
244	10.2307/2388160	1980	BIOTROPICA
245	10.2307/2402188	1975	JOURNAL OF APPLIED ECOLOGY
246	10.2307/2402266	1976	JOURNAL OF APPLIED ECOLOGY
247	10.2307/2821378	1970	THE QUARTERLY REVIEW OF BIOLOGY
248	10.2307/1747106	1979	SCIENCE
249	10.2307/2473307	1959	BOTANICAL GAZETTE
250	10.2307/1716413	1965	SCIENCE
251	10.2307/1716412	1965	SCIENCE
252	10.2307/2259158	1978	JOURNAL OF ECOLOGY
253	10.2307/2406420	1964	EVOLUTION
254	10.2307/2428946	1946	NEW PHYTOLOGIST
255	10.2307/2407014	1972	EVOLUTION
256	10.2307/1219831	1979	TAXON
257	10.2307/1934707	1975	ECOLOGY
258	10.2307/2258252	1968	JOURNAL OF ECOLOGY
259	10.2307/1217770	1964	TAXON
260	10.2307/1932741	1951	ECOLOGY
261	10.2307/41423292	1968	MADRONO
262	10.2307/2823080	1976	THE QUARTERLY REVIEW OF BIOLOGY
263	10.2307/2480293	1921	BULLETIN OF THE TORREY BOTANICAL CLUB
264	10.2307/2406946	1971	EVOLUTION
265	10.2307/1219585	1979	TAXON
266	10.2307/2255991	1927	JOURNAL OF ECOLOGY
267	10.2307/2814560	1959	THE QUARTERLY REVIEW OF BIOLOGY
268	10.2307/2257588	1966	JOURNAL OF ECOLOGY
269	10.2307/2430251	1969	NEW PHYTOLOGIST
270	10.2307/2428516	1939	NEW PHYTOLOGIST
271	10.2307/4115601	1962	KEW BULLETIN
272	10.2307/769655	1972	BIOGRAPHICAL MEMOIRS OF FELLOWS OF THE ROYAL SOCIETY
273	10.2307/2472964	1963	BOTANICAL GAZETTE
274	10.2307/2428837	1939	NEW PHYTOLOGIST
275	10.2307/2428832	1942	NEW PHYTOLOGIST
276	10.2307/2428833	1942	NEW PHYTOLOGIST
277	10.2307/2985070	1972	JOURNAL OF THE ROYAL STATISTICAL SOCIETY. SERIES B (METHODOLOGICAL)
278	10.2307/2440768	1967	AMERICAN JOURNAL OF BOTANY
279	10.2307/2440769	1969	AMERICAN JOURNAL OF BOTANY
280	10.2307/2428935	1946	NEW PHYTOLOGIST
281	10.2307/2818466	1967	THE QUARTERLY REVIEW OF BIOLOGY
282	10.2307/2418468	1977	SYSTEMATIC BOTANY
283	10.2307/2258550	1970	JOURNAL OF ECOLOGY
284	10.2307/1215950	1959	TAXON
285	10.2307/1216380	1967	TAXON
286	10.2307/1216383	1967	TAXON
287	10.2307/1216384	1967	TAXON
288	10.2307/4253100	1969	ECONOMIC BOTANY
289	10.2307/23301767	1942	RHODORA
290	10.2307/1550366	1974	ARCTIC AND ALPINE RESEARCH
291	10.2307/1293117	1962	AIBS BULLETIN
292	10.2307/41422122	1934	MADRONO
293	10.2307/1678996	1951	SCIENCE
294	10.2307/1654383	1929	SCIENCE
295	10.2307/1677860	1952	SCIENCE
296	10.2307/1218530	1971	TAXON
297	10.2307/2429332	1958	NEW PHYTOLOGIST
298	10.2307/4108280	1964	KEW BULLETIN
299	10.2307/1948565	1969	ECOLOGICAL MONOGRAPHS
300	10.2307/2460177	1978	THE AMERICAN NATURALIST
301	10.2307/1678569	1950	SCIENCE
302	10.2307/2482786	1957	BULLETIN OF THE TORREY BOTANICAL CLUB
303	10.2307/2395188	1974	ANNALS OF THE MISSOURI BOTANICAL GARDEN
304	10.2307/2439361	1958	AMERICAN JOURNAL OF BOTANY
305	10.2307/2438137	1950	AMERICAN JOURNAL OF BOTANY
306	10.2307/1943510	1954	ECOLOGICAL MONOGRAPHS
307	10.2307/2258178	1970	JOURNAL OF ECOLOGY
308	10.2307/4109396	1956	KEW BULLETIN
309	10.2307/3277701	1970	THE JOURNAL OF PARASITOLOGY
310	10.2307/4114815	1960	KEW BULLETIN
311	10.2307/1934172	1971	ECOLOGY
312	10.2307/1729159	1970	SCIENCE
313	10.2307/4032755	1978	CASTANEA
314	10.2307/769726	1971	BIOGRAPHICAL MEMOIRS OF FELLOWS OF THE ROYAL SOCIETY
315	10.2307/1933738	1967	ECOLOGY
316	10.2307/1292355	1954	AIBS BULLETIN
317	10.2307/2406050	1957	EVOLUTION
318	10.2307/20165665	1965	BULLETIN OF THE ECOLOGICAL SOCIETY OF AMERICA
319	10.2307/1930896	1953	ECOLOGY
320	10.2307/2418316	1978	SYSTEMATIC BOTANY
321	10.2307/2441289	1970	AMERICAN JOURNAL OF BOTANY
322	10.2307/2387727	1980	BIOTROPICA
323	10.2307/2429054	1946	NEW PHYTOLOGIST
324	10.2307/2428292	1936	NEW PHYTOLOGIST
325	10.2307/2406876	1968	EVOLUTION
326	10.2307/2424478	1973	AMERICAN MIDLAND NATURALIST
327	10.2307/2402537	1979	JOURNAL OF APPLIED ECOLOGY
328	10.2307/2258359	1972	JOURNAL OF ECOLOGY
329	10.2307/2418721	1976	SYSTEMATIC BOTANY
330	10.2307/1776	1957	JOURNAL OF ANIMAL ECOLOGY
331	10.2307/2433410	1978	NEW PHYTOLOGIST
332	10.2307/1215981	1957	TAXON
333	10.2307/1215980	1957	TAXON
334	10.2307/2402285	1976	JOURNAL OF APPLIED ECOLOGY
335	10.2307/20792690	1969	BULLETIN DE LA SOCIETE ROYALE DE BOTANIQUE DE BELGIQUE / BULLETIN VAN DE KONINKLIJKE BELGISCHE BOTANISCHE VERENIGING
336	10.2307/2437587	1946	AMERICAN JOURNAL OF BOTANY
337	10.2307/2431678	1975	NEW PHYTOLOGIST
338	10.2307/1681679	1954	SCIENCE
339	10.2307/2405620	1952	EVOLUTION
340	10.2307/2484264	1978	BULLETIN OF THE TORREY BOTANICAL CLUB
341	10.2307/2457972	1952	THE AMERICAN NATURALIST
342	10.2307/1933018	1963	ECOLOGY
343	10.2307/2804900	1943	BRITTONIA
344	10.2307/2423355	1967	AMERICAN MIDLAND NATURALIST
345	10.2307/3757527	1970	MYCOLOGIA
346	10.2307/2406802	1970	EVOLUTION
347	10.2307/2457511	1941	THE AMERICAN NATURALIST
348	10.2307/2989767	1970	BIOTROPICA
349	10.2307/3240554	1961	THE BRYOLOGIST
350	10.2307/4180052	1978	FOLIA GEOBOTANICA & PHYTOTAXONOMICA
351	10.2307/1929740	1953	ECOLOGY
352	10.2307/2407570	1976	EVOLUTION
353	10.2307/1216180	1963	TAXON
354	10.2307/1934458	1968	ECOLOGY
355	10.2307/1929803	1959	ECOLOGY
356	10.2307/2804896	1943	BRITTONIA
357	10.2307/2809367	1951	THE QUARTERLY REVIEW OF BIOLOGY
358	10.2307/23311949	1980	RHODORA
359	10.2307/1217218	1962	TAXON
360	10.2307/2404713	1973	JOURNAL OF APPLIED ECOLOGY
361	10.2307/23311940	1980	RHODORA
362	10.2307/3757143	1969	MYCOLOGIA
363	10.2307/3757144	1969	MYCOLOGIA
364	10.2307/2428987	1942	NEW PHYTOLOGIST
365	10.2307/1935582	1973	ECOLOGY
366	10.2307/1936386	1978	ECOLOGY
367	10.2307/2434278	1980	NEW PHYTOLOGIST
368	10.2307/2405573	1953	EVOLUTION
369	10.2307/2257026	1955	JOURNAL OF ECOLOGY
370	10.2307/1930333	1953	ECOLOGY
371	10.2307/2412344	1971	SYSTEMATIC ZOOLOGY
372	10.2307/2428656	1948	NEW PHYTOLOGIST
373	10.2307/1936952	1979	ECOLOGY
374	10.2307/2458581	1959	THE AMERICAN NATURALIST
375	10.2307/2483065	1960	BULLETIN OF THE TORREY BOTANICAL CLUB
376	10.2307/2429374	1964	NEW PHYTOLOGIST
377	10.2307/1218377	1969	TAXON
378	10.2307/2258520	1970	JOURNAL OF ECOLOGY
379	10.2307/1740501	1975	SCIENCE
380	10.2307/75304	1960	PROCEEDINGS OF THE ROYAL SOCIETY OF LONDON. SERIES B, BIOLOGICAL SCIENCES
381	10.2307/1738388	1974	SCIENCE
382	10.2307/1292672	1958	AIBS BULLETIN
383	10.2307/2411561	1953	SYSTEMATIC ZOOLOGY
384	10.2307/2815610	1958	THE QUARTERLY REVIEW OF BIOLOGY
385	10.2307/2424833	1978	AMERICAN MIDLAND NATURALIST
386	10.2307/2439815	1966	AMERICAN JOURNAL OF BOTANY
387	10.2307/2401313	1964	JOURNAL OF APPLIED ECOLOGY
388	10.2307/2812849	1952	THE QUARTERLY REVIEW OF BIOLOGY
389	10.2307/2481069	1940	BULLETIN OF THE TORREY BOTANICAL CLUB
390	10.2307/1550331	1974	ARCTIC AND ALPINE RESEARCH
391	10.2307/2428154	1938	NEW PHYTOLOGIST
392	10.2307/2440973	1968	AMERICAN JOURNAL OF BOTANY
393	10.2307/2428156	1938	NEW PHYTOLOGIST
394	10.2307/2988111	1980	JOURNAL OF THE ROYAL STATISTICAL SOCIETY. SERIES D (THE STATISTICIAN)
395	10.2307/2428153	1938	NEW PHYTOLOGIST
396	10.2307/2428252	1936	NEW PHYTOLOGIST
397	10.2307/2429098	1952	NEW PHYTOLOGIST
398	10.2307/2472453	1948	BOTANICAL GAZETTE
399	10.2307/20988	1955	THE SCIENTIFIC MONTHLY
400	10.2307/20166140	1978	BULLETIN OF THE ECOLOGICAL SOCIETY OF AMERICA
401	10.2307/4353265	1942	BOTANICAL REVIEW
402	10.2307/3629	1975	JOURNAL OF ANIMAL ECOLOGY
403	10.2307/3628	1975	JOURNAL OF ANIMAL ECOLOGY
404	10.2307/4353260	1941	BOTANICAL REVIEW
405	10.2307/2804972	1949	BRITTONIA
406	10.2307/41423180	1965	MADRONO
407	10.2307/4108917	1954	KEW BULLETIN
408	10.2307/1418483	1954	THE AMERICAN JOURNAL OF PSYCHOLOGY
409	10.2307/2096874	1976	ANNUAL REVIEW OF ECOLOGY AND SYSTEMATICS
410	10.2307/2429892	1962	NEW PHYTOLOGIST
411	10.2307/2429891	1962	NEW PHYTOLOGIST
412	10.2307/4115510	1964	KEW BULLETIN
413	10.2307/4258038	1947	PLANT PHYSIOLOGY
414	10.2307/2483802	1968	BULLETIN OF THE TORREY BOTANICAL CLUB
415	10.2307/2482404	1955	BULLETIN OF THE TORREY BOTANICAL CLUB
416	10.2307/2472651	1953	BOTANICAL GAZETTE
417	10.2307/2472652	1953	BOTANICAL GAZETTE
418	10.2307/4353582	1958	BOTANICAL REVIEW
419	10.2307/1742	1955	JOURNAL OF ANIMAL ECOLOGY
420	10.2307/41424171	1978	MADRONO
421	10.2307/1216308	1964	TAXON
422	10.2307/1219789	1979	TAXON
423	10.2307/2433589	1972	NEW PHYTOLOGIST
424	10.2307/25420092	1972	THE BRITISH MEDICAL JOURNAL
425	10.2307/2407001	1956	EVOLUTION
426	10.2307/27838980	1964	AMERICAN SCIENTIST
427	10.2307/41423233	1966	MADRONO
428	10.2307/4353746	1967	BOTANICAL REVIEW
429	10.2307/4440084	1962	THE AMERICAN BIOLOGY TEACHER
430	10.2307/2405610	1948	EVOLUTION
431	10.2307/2433867	1978	NEW PHYTOLOGIST
432	10.2307/2433866	1978	NEW PHYTOLOGIST
433	10.2307/2428838	1939	NEW PHYTOLOGIST
434	10.2307/19606	1949	THE SCIENTIFIC MONTHLY
435	10.2307/1292603	1961	AIBS BULLETIN
436	10.2307/41423809	1972	MADRONO
437	10.2307/2471834	1934	BOTANICAL GAZETTE
438	10.2307/1217806	1961	TAXON
439	10.2307/1217807	1961	TAXON
440	10.2307/2256048	1929	JOURNAL OF ECOLOGY
441	10.2307/2809762	1949	THE QUARTERLY REVIEW OF BIOLOGY
442	10.2307/2805250	1962	BRITTONIA
443	10.2307/4252740	1966	ECONOMIC BOTANY
444	10.2307/2440599	1969	AMERICAN JOURNAL OF BOTANY
445	10.2307/4180003	1977	FOLIA GEOBOTANICA & PHYTOTAXONOMICA
446	10.2307/2430090	1968	NEW PHYTOLOGIST
447	10.2307/2429508	1954	NEW PHYTOLOGIST
448	10.2307/2805358	1966	BRITTONIA
449	10.2307/2439770	1965	AMERICAN JOURNAL OF BOTANY
450	10.2307/2257666	1966	JOURNAL OF ECOLOGY
451	10.2307/1217247	1965	TAXON
452	10.2307/3952046	1967	SCIENCE NEWS
453	10.2307/1218689	1969	TAXON
454	10.2307/1218688	1969	TAXON
455	10.2307/2430143	1968	NEW PHYTOLOGIST
456	10.2307/2395189	1974	ANNALS OF THE MISSOURI BOTANICAL GARDEN
457	10.2307/1217249	1965	TAXON
458	10.2307/2804693	1951	BRITTONIA
459	10.2307/2416998	1967	PHILOSOPHICAL TRANSACTIONS OF THE ROYAL SOCIETY OF LONDON. SERIES B, BIOLOGICAL SCIENCES
460	10.2307/1743615	1977	SCIENCE
461	10.2307/1670335	1942	SCIENCE
462	10.2307/1670334	1942	SCIENCE
463	10.2307/2406194	1962	EVOLUTION
464	10.2307/1748148	1979	SCIENCE
465	10.2307/23305452	1952	RHODORA
466	10.2307/20111528	1980	SYNTHESE
467	10.2307/1295635	1970	BIOSCIENCE
468	10.2307/2429220	1959	NEW PHYTOLOGIST
469	10.2307/20792588	1967	BULLETIN DE LA SOCIETE ROYALE DE BOTANIQUE DE BELGIQUE / BULLETIN VAN DE KONINKLIJKE BELGISCHE BOTANISCHE VERENIGING
470	10.2307/1741433	1976	SCIENCE
471	10.2307/23305919	1962	RHODORA
472	10.2307/1729160	1970	SCIENCE
473	10.2307/2808591	1944	THE QUARTERLY REVIEW OF BIOLOGY
474	10.2307/1295837	1971	BIOSCIENCE
475	10.2307/1789144	1943	THE GEOGRAPHICAL JOURNAL
476	10.2307/2483879	1968	BULLETIN OF THE TORREY BOTANICAL CLUB
477	10.2307/40025026	1959	JOURNAL OF THE ARIZONA ACADEMY OF SCIENCE
478	10.2307/1141712	1971	THE JOURNAL OF CRIMINAL LAW, CRIMINOLOGY, AND POLICE SCIENCE
479	10.2307/2256969	1957	JOURNAL OF ECOLOGY
480	10.2307/2459191	1970	THE AMERICAN NATURALIST
481	10.2307/2406109	1959	EVOLUTION
482	10.2307/2817694	1954	THE QUARTERLY REVIEW OF BIOLOGY
483	10.2307/3277950	1971	THE JOURNAL OF PARASITOLOGY
